text_cleaning,slang_removal,tokenization,stemming,stopword_removal,final
no itu dasar teori yg dipke buat ngelakuin penelitian cth skripsi ku ttg chatbot yg digunakan seller yg mempengaruhi keputusan buyer chatbot ini kan sbuah teknologi jdi aku make teori tamtechnology acceptance model ini teori ttg penerimaan sesuatu teknologi pd seseorang,tidak itu dasar teori yang dipakai buat melakukan penelitian contoh skripsi ku tentang chatbot yang digunakan penjual yang mempengaruhi keputusan pembeli chatbot ini kan sebuah teknologi jadi aku membuat teori teknologi penerimaan model ini teori tentang penerimaan sesuatu teknologi pada seseorang,"['tidak', 'itu', 'dasar', 'teori', 'yang', 'dipakai', 'buat', 'melakukan', 'penelitian', 'contoh', 'skripsi', 'ku', 'tentang', 'chatbot', 'yang', 'digunakan', 'penjual', 'yang', 'mempengaruhi', 'keputusan', 'pembeli', 'chatbot', 'ini', 'kan', 'sebuah', 'teknologi', 'jadi', 'aku', 'membuat', 'teori', 'teknologi', 'penerimaan', 'model', 'ini', 'teori', 'tentang', 'penerimaan', 'sesuatu', 'teknologi', 'pada', 'seseorang']","['tidak', 'itu', 'dasar', 'teori', 'yang', 'pakai', 'buat', 'laku', 'teliti', 'contoh', 'skripsi', 'ku', 'tentang', 'chatbot', 'yang', 'guna', 'jual', 'yang', 'pengaruh', 'putus', 'beli', 'chatbot', 'ini', 'kan', 'buah', 'teknologi', 'jadi', 'aku', 'buat', 'teori', 'teknologi', 'terima', 'model', 'ini', 'teori', 'tentang', 'terima', 'sesuatu', 'teknologi', 'pada', 'orang']","['dasar', 'teori', 'pakai', 'laku', 'teliti', 'contoh', 'skripsi', 'ku', 'chatbot', 'jual', 'pengaruh', 'putus', 'beli', 'chatbot', 'buah', 'teknologi', 'teori', 'teknologi', 'terima', 'model', 'teori', 'terima', 'teknologi', 'orang']",dasar teori pakai laku teliti contoh skripsi ku chatbot jual pengaruh putus beli chatbot buah teknologi teori teknologi terima model teori terima teknologi orang
ada org mainn klasik bacot bgt sampe chat all musuh ngatain bot pas di cek history rank nya yaelah bg,ada orang main klasik bacot banget sampai chat semua musuh mengatakan bot pas di cek sejarah peringkat nya yaelah bang,"['ada', 'orang', 'main', 'klasik', 'bacot', 'banget', 'sampai', 'chat', 'semua', 'musuh', 'mengatakan', 'bot', 'pas', 'di', 'cek', 'sejarah', 'peringkat', 'nya', 'yaelah', 'bang']","['ada', 'orang', 'main', 'klasik', 'bacot', 'banget', 'sampai', 'chat', 'semua', 'musuh', 'kata', 'bot', 'pas', 'di', 'cek', 'sejarah', 'peringkat', 'nya', 'yaelah', 'bang']","['orang', 'main', 'klasik', 'bacot', 'banget', 'chat', 'musuh', 'bot', 'pas', 'cek', 'sejarah', 'peringkat', 'bang']",orang main klasik bacot banget chat musuh bot pas cek sejarah peringkat bang
kalian dapat mengirim menfess melalui chatbot sesuai dengan trigger yang ada,kalian dapat mengirim mengaku melalui chatbot sesuai dengan memicu yang ada,"['kalian', 'dapat', 'mengirim', 'mengaku', 'melalui', 'chatbot', 'sesuai', 'dengan', 'memicu', 'yang', 'ada']","['kalian', 'dapat', 'kirim', 'aku', 'lalu', 'chatbot', 'sesuai', 'dengan', 'picu', 'yang', 'ada']","['kirim', 'chatbot', 'sesuai', 'picu']",kirim chatbot sesuai picu
stop normalize yaelah pacaran virtual doang gak perlu dikabarin setiap hari lah eh tai lu pacaran sama manusia yaa anj bukan sama bot iya chat an gak harus tiap hari tapi minimal kalo bilang nya sibuk aku gak buka hp ya jangan aktif sosmed lah anj kita capek nungguin kntllll,berhenti menormalkan yaelah pacaran virtual hanya tidak perlu dikabarkan setiap hari lah eh tai kamu pacaran sama manusia iya anjing bukan sama bot iya chat sebuah tidak harus tiap hari tapi minimal kalau bilang nya sibuk aku tidak buka hp iya jangan aktif sosial media lah anjing kita capek menunggu kntllll,"['berhenti', 'menormalkan', 'yaelah', 'pacaran', 'virtual', 'hanya', 'tidak', 'perlu', 'dikabarkan', 'setiap', 'hari', 'lah', 'eh', 'tai', 'kamu', 'pacaran', 'sama', 'manusia', 'iya', 'anjing', 'bukan', 'sama', 'bot', 'iya', 'chat', 'sebuah', 'tidak', 'harus', 'tiap', 'hari', 'tapi', 'minimal', 'kalau', 'bilang', 'nya', 'sibuk', 'aku', 'tidak', 'buka', 'hp', 'iya', 'jangan', 'aktif', 'sosial', 'media', 'lah', 'anjing', 'kita', 'capek', 'menunggu', 'kntllll']","['henti', 'normal', 'yaelah', 'pacar', 'virtual', 'hanya', 'tidak', 'perlu', 'kabar', 'tiap', 'hari', 'lah', 'eh', 'tai', 'kamu', 'pacar', 'sama', 'manusia', 'iya', 'anjing', 'bukan', 'sama', 'bot', 'iya', 'chat', 'buah', 'tidak', 'harus', 'tiap', 'hari', 'tapi', 'minimal', 'kalau', 'bilang', 'nya', 'sibuk', 'aku', 'tidak', 'buka', 'hp', 'iya', 'jangan', 'aktif', 'sosial', 'media', 'lah', 'anjing', 'kita', 'capek', 'tunggu', 'kntllll']","['henti', 'normal', 'pacar', 'virtual', 'kabar', 'pacar', 'manusia', 'iya', 'anjing', 'bot', 'iya', 'chat', 'buah', 'minimal', 'bilang', 'sibuk', 'buka', 'hp', 'iya', 'aktif', 'sosial', 'media', 'anjing', 'capek', 'tunggu']",henti normal pacar virtual kabar pacar manusia iya anjing bot iya chat buah minimal bilang sibuk buka hp iya aktif sosial media anjing capek tunggu
chatgpt vs copilot vs gemini,chatgpt versus copilot versus gemini,"['chatgpt', 'versus', 'copilot', 'versus', 'gemini']","['chatgpt', 'versus', 'copilot', 'versus', 'gemini']","['chatgpt', 'versus', 'copilot', 'versus', 'gemini']",chatgpt versus copilot versus gemini
natakaa ni andae space tuzungumze kuhusu ai chatbot na site nyingine tuangazie katika maeneo yafwatayo forex ajira content creation ongeza eneo unalotamani tuzungumzie ps soon nta display speakers watakapo confirm kushiriki,natakaa ni anda ruang tuzungumze kuhusu kecerdasan buatan chatbot na situs nyingine tuangazie ketika maeneo yafwatayo forex pekerjaan kontek penciptaan ongeza eneo unalotamani tuzungumzie ps segera nta tampilan pembicara watakapo mengonfirmasi kushiriki,"['natakaa', 'ni', 'anda', 'ruang', 'tuzungumze', 'kuhusu', 'kecerdasan', 'buatan', 'chatbot', 'na', 'situs', 'nyingine', 'tuangazie', 'ketika', 'maeneo', 'yafwatayo', 'forex', 'pekerjaan', 'kontek', 'penciptaan', 'ongeza', 'eneo', 'unalotamani', 'tuzungumzie', 'ps', 'segera', 'nta', 'tampilan', 'pembicara', 'watakapo', 'mengonfirmasi', 'kushiriki']","['natakaa', 'ni', 'anda', 'ruang', 'tuzungumze', 'kuhusu', 'cerdas', 'buat', 'chatbot', 'na', 'situs', 'nyingine', 'tuangazie', 'ketika', 'maeneo', 'yafwatayo', 'forex', 'kerja', 'kontek', 'cipta', 'ongeza', 'eneo', 'unalotamani', 'tuzungumzie', 'ps', 'segera', 'nta', 'tampil', 'bicara', 'watakapo', 'konfirmasi', 'kushiriki']","['ruang', 'cerdas', 'chatbot', 'situs', 'forex', 'kerja', 'kontek', 'cipta', 'tampil', 'bicara', 'konfirmasi']",ruang cerdas chatbot situs forex kerja kontek cipta tampil bicara konfirmasi
gemini chatbot ai kini hadir dengan fitur baru yang menakjubkan gemini mampu melakukan berbagai tugas seperti menjawab pertanyaan menerjemahkan bahasa menulis berbagai teks kreatif bahkan membantu menyelesaikan pekerjaan selengkapnya,gemini chatbot kecerdasan buatan kini hadir dengan fitur baru yang menakjubkan gemini mampu melakukan berbagai tugas seperti menjawab pertanyaan menerjemahkan bahasa menulis berbagai teks kreatif bahkan membantu menyelesaikan pekerjaan selengkapnya,"['gemini', 'chatbot', 'kecerdasan', 'buatan', 'kini', 'hadir', 'dengan', 'fitur', 'baru', 'yang', 'menakjubkan', 'gemini', 'mampu', 'melakukan', 'berbagai', 'tugas', 'seperti', 'menjawab', 'pertanyaan', 'menerjemahkan', 'bahasa', 'menulis', 'berbagai', 'teks', 'kreatif', 'bahkan', 'membantu', 'menyelesaikan', 'pekerjaan', 'selengkapnya']","['gemini', 'chatbot', 'cerdas', 'buat', 'kini', 'hadir', 'dengan', 'fitur', 'baru', 'yang', 'takjub', 'gemini', 'mampu', 'laku', 'bagai', 'tugas', 'seperti', 'jawab', 'tanya', 'terjemah', 'bahasa', 'tulis', 'bagai', 'teks', 'kreatif', 'bahkan', 'bantu', 'selesai', 'kerja', 'lengkap']","['gemini', 'chatbot', 'cerdas', 'hadir', 'fitur', 'takjub', 'gemini', 'laku', 'tugas', 'terjemah', 'bahasa', 'tulis', 'teks', 'kreatif', 'bantu', 'selesai', 'kerja', 'lengkap']",gemini chatbot cerdas hadir fitur takjub gemini laku tugas terjemah bahasa tulis teks kreatif bantu selesai kerja lengkap
nyari chat bot bayuaji dmn ya hehehehe,mencari chat bot bayu aji dimana iya hehehehe,"['mencari', 'chat', 'bot', 'bayu', 'aji', 'dimana', 'iya', 'hehehehe']","['cari', 'chat', 'bot', 'bayu', 'aji', 'mana', 'iya', 'hehehehe']","['cari', 'chat', 'bot', 'bayu', 'aji', 'iya']",cari chat bot bayu aji iya
ada corporate training tak utk deploy internal chatbot powered llm kat mana ada eh,ada perusahaan pelatihan tak untuk deploy internal chatbot bertenaga llm kat mana ada eh,"['ada', 'perusahaan', 'pelatihan', 'tak', 'untuk', 'deploy', 'internal', 'chatbot', 'bertenaga', 'llm', 'kat', 'mana', 'ada', 'eh']","['ada', 'usaha', 'latih', 'tak', 'untuk', 'deploy', 'internal', 'chatbot', 'tenaga', 'llm', 'kat', 'mana', 'ada', 'eh']","['usaha', 'latih', 'deploy', 'internal', 'chatbot', 'tenaga']",usaha latih deploy internal chatbot tenaga
aslinya ini banyak dirombak awalnya mereka gak saling tahu satu sama lain kenalan di chat bot terus berpapasan di dunia nyata menyapa tapi diabaikan yg di chatbot ketemu yg sama tapi timeline waktu yg berbeda sehingga enggak kenal sama begitupun sebaliknya,aslinya ini banyak dirombak awalnya mereka tidak saling tahu satu sama lain kenalan di chat bot terus berpapasan di dunia nyata menyapa tapi diabaikan yang di chatbot ketemu yang sama tapi garis waktu waktu yang berbeda sehingga enggak kenal sama begitupun sebaliknya,"['aslinya', 'ini', 'banyak', 'dirombak', 'awalnya', 'mereka', 'tidak', 'saling', 'tahu', 'satu', 'sama', 'lain', 'kenalan', 'di', 'chat', 'bot', 'terus', 'berpapasan', 'di', 'dunia', 'nyata', 'menyapa', 'tapi', 'diabaikan', 'yang', 'di', 'chatbot', 'ketemu', 'yang', 'sama', 'tapi', 'garis', 'waktu', 'waktu', 'yang', 'berbeda', 'sehingga', 'enggak', 'kenal', 'sama', 'begitupun', 'sebaliknya']","['asli', 'ini', 'banyak', 'rombak', 'awal', 'mereka', 'tidak', 'saling', 'tahu', 'satu', 'sama', 'lain', 'kenal', 'di', 'chat', 'bot', 'terus', 'papas', 'di', 'dunia', 'nyata', 'sapa', 'tapi', 'abai', 'yang', 'di', 'chatbot', 'ketemu', 'yang', 'sama', 'tapi', 'garis', 'waktu', 'waktu', 'yang', 'beda', 'sehingga', 'enggak', 'kenal', 'sama', 'begitu', 'balik']","['asli', 'rombak', 'kenal', 'chat', 'bot', 'papas', 'dunia', 'nyata', 'sapa', 'abai', 'chatbot', 'ketemu', 'garis', 'beda', 'kenal']",asli rombak kenal chat bot papas dunia nyata sapa abai chatbot ketemu garis beda kenal
google ganti aplikasi chatbot ai brad menjadi gemini kenapa,google ganti aplikasi chatbot kecerdasan buatan brad menjadi gemini kenapa,"['google', 'ganti', 'aplikasi', 'chatbot', 'kecerdasan', 'buatan', 'brad', 'menjadi', 'gemini', 'kenapa']","['google', 'ganti', 'aplikasi', 'chatbot', 'cerdas', 'buat', 'brad', 'jadi', 'gemini', 'kenapa']","['google', 'ganti', 'aplikasi', 'chatbot', 'cerdas', 'gemini']",google ganti aplikasi chatbot cerdas gemini
ai chatbot untuk hampir segala kebutuhan,kecerdasan buatan chatbot untuk hampir segala kebutuhan,"['kecerdasan', 'buatan', 'chatbot', 'untuk', 'hampir', 'segala', 'kebutuhan']","['cerdas', 'buat', 'chatbot', 'untuk', 'hampir', 'segala', 'butuh']","['cerdas', 'chatbot', 'butuh']",cerdas chatbot butuh
alitengeneza chatbot kwa kutumia gpt api ili kuchagua na kuchat na wasichana kwa idadi kubwa hadi akapata yule aliyeonekana kufaa kwake,membuat chatbot kwa kutumia gpt api ili kuchagua na kuobrolkan na wasichana kwa idadi kubawa hadi menemukan yule yang terlihat kufaa kwake,"['membuat', 'chatbot', 'kwa', 'kutumia', 'gpt', 'api', 'ili', 'kuchagua', 'na', 'kuobrolkan', 'na', 'wasichana', 'kwa', 'idadi', 'kubawa', 'hadi', 'menemukan', 'yule', 'yang', 'terlihat', 'kufaa', 'kwake']","['buat', 'chatbot', 'kwa', 'kutumia', 'gpt', 'api', 'ili', 'kuchagua', 'na', 'obrol', 'na', 'wasichana', 'kwa', 'idadi', 'bawa', 'had', 'temu', 'yule', 'yang', 'lihat', 'kufaa', 'kwake']","['chatbot', 'gpt', 'api', 'obrol', 'bawa', 'had', 'temu', 'lihat']",chatbot gpt api obrol bawa had temu lihat
tanya-tanya ke claude chatbot ai buatan anthropic perbandingan semua presiden dari berbagai aspek penilaian,tanya-tanya ke claude chatbot kecerdasan buatan buatan antropik perbandingan semua presiden dari berbagai aspek penilaian,"['tanya-tanya', 'ke', 'claude', 'chatbot', 'kecerdasan', 'buatan', 'buatan', 'antropik', 'perbandingan', 'semua', 'presiden', 'dari', 'berbagai', 'aspek', 'penilaian']","['tanya', 'ke', 'claude', 'chatbot', 'cerdas', 'buat', 'buat', 'antropik', 'banding', 'semua', 'presiden', 'dari', 'bagai', 'aspek', 'nilai']","['claude', 'chatbot', 'cerdas', 'antropik', 'banding', 'presiden', 'aspek', 'nilai']",claude chatbot cerdas antropik banding presiden aspek nilai
google perkenalkan chatbot ai kecerdasan buatan terbaru gemini,google perkenalkan chatbot kecerdasan buatan kecerdasan buatan terbaru gemini,"['google', 'perkenalkan', 'chatbot', 'kecerdasan', 'buatan', 'kecerdasan', 'buatan', 'terbaru', 'gemini']","['google', 'kenal', 'chatbot', 'cerdas', 'buat', 'cerdas', 'buat', 'baru', 'gemini']","['google', 'kenal', 'chatbot', 'cerdas', 'cerdas', 'gemini']",google kenal chatbot cerdas cerdas gemini
hai hari lagi pemilu serentak tahun bisa mendapatkan informasi kepemiluan untuk publik di chatbot pemilu melalui scanbarcode diatas atau dapat melalui nomor whatsapp --,hai hari lagi pemilu serentak tahun bisa mendapatkan informasi kepemiluan untuk publik di chatbot pemilu melalui memindai barcode di atas atau dapat melalui nomor whatsapp --,"['hai', 'hari', 'lagi', 'pemilu', 'serentak', 'tahun', 'bisa', 'mendapatkan', 'informasi', 'kepemiluan', 'untuk', 'publik', 'di', 'chatbot', 'pemilu', 'melalui', 'memindai', 'barcode', 'di', 'atas', 'atau', 'dapat', 'melalui', 'nomor', 'whatsapp', '--']","['hai', 'hari', 'lagi', 'pemilu', 'serentak', 'tahun', 'bisa', 'dapat', 'informasi', 'milu', 'untuk', 'publik', 'di', 'chatbot', 'pemilu', 'lalu', 'pindai', 'barcode', 'di', 'atas', 'atau', 'dapat', 'lalu', 'nomor', 'whatsapp', '--']","['pemilu', 'serentak', 'informasi', 'milu', 'publik', 'chatbot', 'pemilu', 'pindai', 'barcode', 'nomor', 'whatsapp', '--']",pemilu serentak informasi milu publik chatbot pemilu pindai barcode nomor whatsapp --
buset chat sama bot aja lebih komunikatif keknya,buset chat sama bot aja lebih komunikatif sepertinya,"['buset', 'chat', 'sama', 'bot', 'aja', 'lebih', 'komunikatif', 'sepertinya']","['buset', 'chat', 'sama', 'bot', 'aja', 'lebih', 'komunikatif', 'seperti']","['chat', 'bot', 'aja', 'komunikatif']",chat bot aja komunikatif
google rilis gemini chatbot ai pengganti bard,google rilis gemini chatbot kecerdasan buatan pengganti penyair,"['google', 'rilis', 'gemini', 'chatbot', 'kecerdasan', 'buatan', 'pengganti', 'penyair']","['google', 'rilis', 'gemini', 'chatbot', 'cerdas', 'buat', 'ganti', 'sair']","['google', 'rilis', 'gemini', 'chatbot', 'cerdas', 'ganti', 'sair']",google rilis gemini chatbot cerdas ganti sair
amazon perkenal chatbot beli-belah ai rufus,amazon perkenal chatbot beli-belah kecerdasan buatan rufus,"['amazon', 'perkenal', 'chatbot', 'beli-belah', 'kecerdasan', 'buatan', 'rufus']","['amazon', 'kenal', 'chatbot', 'beli-belah', 'cerdas', 'buat', 'rufus']","['amazon', 'kenal', 'chatbot', 'cerdas']",amazon kenal chatbot cerdas
hiroko hagakure fuyuhiko kuzuryu and hiroko hagakure made group chat,hiroko hagakure fuyuhiko kuzuryu dan hiroko hagakure dibuat grup chat,"['hiroko', 'hagakure', 'fuyuhiko', 'kuzuryu', 'dan', 'hiroko', 'hagakure', 'dibuat', 'grup', 'chat']","['hiroko', 'hagakure', 'fuyuhiko', 'kuzuryu', 'dan', 'hiroko', 'hagakure', 'buat', 'grup', 'chat']","['hiroko', 'hagakure', 'fuyuhiko', 'hiroko', 'hagakure', 'grup', 'chat']",hiroko hagakure fuyuhiko hiroko hagakure grup chat
hai udah masa tenang nih bersiap datang ke tps yaa untuk memantapkan pilihanmu yuk cari tahu dan baca lagi profil calonnya kamu bisa berkunjung ke atau coba layanan chatbot pemilu di,hai sudah masak tenang nih bersiap datang ke tempat pemungutan suara iya untuk memantapkan pilihanmu yuk cari tahu dan baca lagi profil calonnya kamu bisa berkunjung ke atau coba layanan chatbot pemilu di,"['hai', 'sudah', 'masak', 'tenang', 'nih', 'bersiap', 'datang', 'ke', 'tempat', 'pemungutan', 'suara', 'iya', 'untuk', 'memantapkan', 'pilihanmu', 'yuk', 'cari', 'tahu', 'dan', 'baca', 'lagi', 'profil', 'calonnya', 'kamu', 'bisa', 'berkunjung', 'ke', 'atau', 'coba', 'layanan', 'chatbot', 'pemilu', 'di']","['hai', 'sudah', 'masak', 'tenang', 'nih', 'siap', 'datang', 'ke', 'tempat', 'mungut', 'suara', 'iya', 'untuk', 'mantap', 'pilih', 'yuk', 'cari', 'tahu', 'dan', 'baca', 'lagi', 'profil', 'calon', 'kamu', 'bisa', 'kunjung', 'ke', 'atau', 'coba', 'layan', 'chatbot', 'pemilu', 'di']","['masak', 'tenang', 'mungut', 'suara', 'iya', 'mantap', 'pilih', 'cari', 'baca', 'profil', 'calon', 'kunjung', 'coba', 'layan', 'chatbot', 'pemilu']",masak tenang mungut suara iya mantap pilih cari baca profil calon kunjung coba layan chatbot pemilu
ayo berdayakan kekebalan tubuhmu jaga kesehatan bersama klinik pertamina ihc klinikpertaminaihc dan dapatkan manfaat luar biasa dari kami lindungi diri dan orang tercinta hubungi whatsapp -- layanan chatbot,ayo berdayakan kekebalan tubuhmu jaga kesehatan bersama klinik pertamina ihc klinik pertamina ihc dan dapatkan manfaat luar biasa dari kami lindungi diri dan orang tercinta hubungi whatsapp -- layanan chatbot,"['ayo', 'berdayakan', 'kekebalan', 'tubuhmu', 'jaga', 'kesehatan', 'bersama', 'klinik', 'pertamina', 'ihc', 'klinik', 'pertamina', 'ihc', 'dan', 'dapatkan', 'manfaat', 'luar', 'biasa', 'dari', 'kami', 'lindungi', 'diri', 'dan', 'orang', 'tercinta', 'hubungi', 'whatsapp', '--', 'layanan', 'chatbot']","['ayo', 'daya', 'kebal', 'tubuh', 'jaga', 'sehat', 'sama', 'klinik', 'pertamina', 'ihc', 'klinik', 'pertamina', 'ihc', 'dan', 'dapat', 'manfaat', 'luar', 'biasa', 'dari', 'kami', 'lindung', 'diri', 'dan', 'orang', 'cinta', 'hubung', 'whatsapp', '--', 'layan', 'chatbot']","['ayo', 'daya', 'kebal', 'tubuh', 'jaga', 'sehat', 'klinik', 'pertamina', 'klinik', 'pertamina', 'manfaat', 'lindung', 'orang', 'cinta', 'hubung', 'whatsapp', '--', 'layan', 'chatbot']",ayo daya kebal tubuh jaga sehat klinik pertamina klinik pertamina manfaat lindung orang cinta hubung whatsapp -- layan chatbot
manager atau orangnya langsung kalau chat bot kadang bingung sendiri pernah kemarin disuruh pilih bahasa tapi gak ada english atau indonesia,manajer atau orangnya langsung kalau chat bot kadang bingung sendiri pernah kemarin disuruh pilih bahasa tapi tidak ada english atau indonesia,"['manajer', 'atau', 'orangnya', 'langsung', 'kalau', 'chat', 'bot', 'kadang', 'bingung', 'sendiri', 'pernah', 'kemarin', 'disuruh', 'pilih', 'bahasa', 'tapi', 'tidak', 'ada', 'english', 'atau', 'indonesia']","['manajer', 'atau', 'orang', 'langsung', 'kalau', 'chat', 'bot', 'kadang', 'bingung', 'sendiri', 'pernah', 'kemarin', 'suruh', 'pilih', 'bahasa', 'tapi', 'tidak', 'ada', 'english', 'atau', 'indonesia']","['manajer', 'orang', 'langsung', 'chat', 'bot', 'kadang', 'bingung', 'kemarin', 'suruh', 'pilih', 'bahasa', 'english', 'indonesia']",manajer orang langsung chat bot kadang bingung kemarin suruh pilih bahasa english indonesia
bot wa prefiew minat chat di tweet ini aja,bot whatsapp preview minat chat di tweet ini aja,"['bot', 'whatsapp', 'preview', 'minat', 'chat', 'di', 'tweet', 'ini', 'aja']","['bot', 'whatsapp', 'preview', 'minat', 'chat', 'di', 'tweet', 'ini', 'aja']","['bot', 'whatsapp', 'preview', 'minat', 'chat', 'tweet', 'aja']",bot whatsapp preview minat chat tweet aja
mara baada ya kuboresha chatbot alexander alikutana na wasichana kati ya aliowachagua chatgpt ilimsaidia pia kujiandaa kwa appointment kwa kutoa mapendekezo ya mazungumzo,mara setelah iya kuboresha chatbot alexander bertemu na wasichana kati iya memilih chatgpt ilimsaidia pia kujiandaa kwa janji temu kwa kutoa mapendekezo iya mazungumzo,"['mara', 'setelah', 'iya', 'kuboresha', 'chatbot', 'alexander', 'bertemu', 'na', 'wasichana', 'kati', 'iya', 'memilih', 'chatgpt', 'ilimsaidia', 'pia', 'kujiandaa', 'kwa', 'janji', 'temu', 'kwa', 'kutoa', 'mapendekezo', 'iya', 'mazungumzo']","['mara', 'telah', 'iya', 'kuboresha', 'chatbot', 'alexander', 'temu', 'na', 'wasichana', 'kati', 'iya', 'pilih', 'chatgpt', 'ilimsaidia', 'pia', 'kujiandaa', 'kwa', 'janji', 'temu', 'kwa', 'kutoa', 'mapendekezo', 'iya', 'mazungumzo']","['iya', 'chatbot', 'alexander', 'temu', 'iya', 'pilih', 'chatgpt', 'ilimsaidia', 'pia', 'janji', 'temu', 'iya']",iya chatbot alexander temu iya pilih chatgpt ilimsaidia pia janji temu iya
